clean,noisy
48,30
31,31
93,93
46,46
12,56
50,50
75,75
28,34
70,70
42,95
64,64
90,52
11,73
38,38
38,38
52,50
14,14
22,22
99,84
52,52
78,78
18,18
69,69
70,70
9,9
36,43
34,34
47,47
0,0
29,29
89,0
73,95
95,61
24,24
40,40
14,14
48,48
82,82
54,54
61,40
33,31
22,22
33,32
86,31
72,49
46,46
78,2
96,16
81,81
31,31
11,51
26,27
39,33
76,53
75,75
37,37
73,17
9,27
45,32
15,15
47,36
72,63
83,83
72,72
72,86
20,20
40,59
23,23
65,2
7,7
96,96
58,0
72,72
50,3
52,83
18,38
74,74
82,82
41,41
36,36
75,75
62,38
91,91
97,52
49,17
50,50
57,57
83,83
9,9
66,66
94,94
20,75
65,65
30,30
72,72
70,70
99,99
23,23
0,0
19,19
62,62
6,78
71,84
30,30
0,0
25,53
62,79
71,98
50,50
60,60
53,53
29,29
21,57
95,95
9,91
0,0
12,71
69,17
27,27
89,85
56,56
62,62
2,62
44,64
56,0
63,63
5,17
9,51
20,20
24,24
95,95
30,30
62,78
81,81
99,99
67,67
88,21
16,20
77,88
46,46
51,51
7,7
53,53
29,29
62,9
72,2
34,34
31,31
64,64
96,45
48,48
25,25
10,10
30,93
91,91
43,43
47,47
40,52
18,18
83,34
4,76
40,90
48,27
59,69
1,59
2,2
70,70
46,46
17,42
57,89
91,91
76,76
59,59
73,88
10,68
37,37
49,42
65,30
36,58
96,46
5,5
10,48
80,30
29,29
71,71
92,92
90,90
75,4
75,14
81,55
63,15
2,2
90,98
78,78
99,77
38,38
29,29
39,76
76,76
8,8
18,79
52,69
47,34
41,41
88,88
26,29
77,77
24,24
1,1
32,32
80,80
35,35
1,1
42,42
13,13
41,41
86,86
12,12
32,32
53,7
61,61
53,5
14,14
19,16
97,97
77,77
7,7
37,37
62,78
77,77
21,51
63,63
9,97
40,63
51,79
84,28
45,45
30,2
16,16
39,39
45,42
2,30
35,50
90,90
68,68
10,59
41,90
2,2
67,67
35,35
26,57
38,38
57,57
90,93
92,92
25,25
69,1
58,39
98,71
4,4
84,84
18,18
78,50
98,98
95,95
7,7
54,54
45,45
57,57
22,22
63,63
79,35
88,88
65,65
63,2
29,29
14,99
62,43
61,61
83,48
54,83
59,59
31,16
5,81
21,8
45,45
10,0
21,21
12,12
62,96
59,59
98,21
59,96
78,78
45,45
48,39
91,91
68,44
76,76
84,63
81,33
74,79
3,3
94,94
80,19
20,20
19,19
10,10
70,99
26,26
23,23
39,39
47,47
58,58
31,31
10,10
45,49
10,2
51,51
24,24
37,37
36,36
20,38
90,97
17,24
80,80
3,3
88,88
30,65
2,2
41,41
75,75
14,14
16,16
9,9
66,43
64,64
4,4
63,63
70,27
16,16
94,17
79,65
42,16
70,70
75,83
5,52
78,78
44,44
68,68
99,99
31,8
29,60
79,79
3,3
20,20
98,98
88,88
31,31
83,80
80,59
27,27
36,36
86,47
87,24
9,9
91,91
66,66
30,30
52,61
51,83
13,13
91,91
97,97
43,43
62,62
20,20
47,4
30,30
31,31
55,55
37,25
29,29
63,41
34,17
6,6
69,69
83,83
18,39
37,37
98,24
16,85
35,35
98,98
70,70
9,9
14,14
56,56
4,4
10,38
51,16
97,97
84,94
82,82
8,96
81,29
2,2
28,23
93,63
56,87
30,30
62,19
43,9
4,4
0,0
43,79
99,99
12,12
5,92
84,84
79,48
39,21
70,70
84,84
26,26
6,6
22,22
28,31
77,50
57,57
58,58
72,27
18,97
1,1
75,70
77,77
75,98
45,45
0,0
67,67
69,69
29,29
90,90
84,84
7,7
21,0
79,79
55,55
84,84
80,80
32,8
93,93
10,10
55,55
44,44
62,62
10,10
90,90
96,67
62,94
91,94
7,7
69,77
66,66
57,86
67,62
9,11
28,55
48,10
17,17
75,35
5,5
7,7
98,98
37,40
53,53
80,80
64,64
30,30
25,0
40,40
11,11
4,14
82,34
37,37
91,91
90,90
35,63
2,2
81,81
28,76
30,30
43,43
76,99
97,97
74,27
68,14
41,41
52,22
67,67
99,99
33,33
84,84
6,6
67,67
44,44
7,7
70,70
66,74
11,74
17,17
91,91
42,58
56,56
25,84
25,25
35,53
95,95
52,52
56,96
0,30
4,4
11,11
43,43
40,52
2,2
71,71
53,53
82,82
63,63
55,55
30,30
49,7
30,30
59,94
77,71
37,37
42,42
91,42
94,25
34,1
30,17
24,24
50,50
39,39
46,46
21,21
57,16
66,62
92,92
48,59
65,65
45,45
53,53
49,49
19,25
45,69
87,8
67,89
60,60
38,38
4,4
67,67
81,81
51,51
68,68
87,66
27,84
55,55
83,52
3,3
33,33
12,12
24,24
91,91
82,82
33,67
67,67
41,41
27,27
9,29
2,2
17,17
65,65
69,31
91,91
37,37
95,95
20,20
35,35
39,39
8,68
39,39
80,80
27,27
62,6
77,77
31,31
55,65
21,21
13,33
88,88
2,82
4,43
94,94
41,17
94,3
99,99
25,96
60,60
0,14
24,98
86,86
52,45
72,16
78,78
67,67
17,56
1,1
52,52
66,66
22,22
28,28
20,20
95,95
64,17
24,24
16,16
21,21
97,97
0,93
88,88
24,42
29,29
82,70
89,89
33,72
88,88
90,90
64,38
90,45
24,24
64,5
37,37
27,72
55,55
63,63
22,39
73,87
5,5
26,26
10,10
4,4
87,35
0,0
57,57
48,48
66,66
71,71
91,91
36,45
29,29
80,68
45,54
31,31
85,49
57,24
57,45
2,2
63,12
73,36
46,94
38,88
49,84
73,25
0,0
56,56
27,68
44,96
16,16
73,73
53,53
91,29
12,12
1,1
98,57
74,74
75,75
12,12
89,89
93,77
90,90
49,49
64,64
75,75
23,23
31,31
3,3
1,1
96,96
90,55
36,36
79,79
33,33
48,48
32,58
13,13
89,89
39,37
34,34
36,36
67,19
13,13
52,52
37,70
29,29
1,8
59,59
7,7
40,28
29,29
16,8
23,0
2,2
15,15
88,88
93,0
91,91
95,95
98,23
55,85
13,13
39,39
42,42
46,46
96,24
44,14
40,40
78,78
40,33
76,76
72,15
6,6
26,26
99,99
1,1
16,16
75,75
68,68
16,16
36,22
82,82
54,92
19,19
41,65
56,74
82,6
39,33
63,63
94,43
4,54
3,3
57,57
67,60
96,27
1,72
12,12
19,19
57,68
13,13
56,25
17,72
62,62
92,92
40,40
16,16
63,63
53,55
26,26
58,87
20,20
43,43
59,41
67,67
68,99
30,30
50,66
59,69
27,27
53,53
50,50
88,88
13,13
51,51
19,61
1,1
23,23
86,86
5,5
85,85
13,84
43,43
56,56
0,0
9,58
18,18
45,37
39,19
57,57
95,95
41,46
86,67
0,0
73,73
88,88
98,98
30,43
10,50
40,40
69,69
91,91
24,80
75,68
15,74
82,82
85,85
98,98
59,59
34,34
60,60
70,46
32,76
28,28
82,55
26,41
74,6
12,12
22,74
48,48
25,33
92,92
36,46
71,71
80,80
22,22
3,3
13,13
43,24
34,90
86,93
89,89
4,87
61,19
50,76
55,77
91,87
19,19
66,17
47,47
76,95
28,28
3,0
26,26
68,45
70,94
14,14
90,90
70,70
17,17
35,35
22,22
23,25
9,9
15,15
17,17
56,56
34,2
29,20
3,7
30,98
2,2
64,64
69,17
42,42
41,41
57,57
25,25
24,42
39,3
87,87
84,84
93,40
34,34
78,78
1,1
20,20
21,40
28,28
4,56
92,32
78,78
55,30
41,72
30,30
94,94
34,34
4,4
50,50
7,7
21,61
60,17
6,23
8,6
50,50
14,14
2,2
59,59
83,83
22,89
96,96
31,31
60,60
28,28
97,97
93,35
96,96
99,99
70,70
62,62
62,62
61,61
99,99
32,32
0,34
47,47
60,21
2,40
41,41
61,61
43,43
2,2
6,7
55,55
31,18
37,23
12,86
31,32
65,65
36,36
34,99
20,15
99,84
75,75
98,14
93,43
7,7
21,21
21,21
78,78
24,19
79,89
51,75
24,82
8,26
60,30
89,48
68,68
70,69
34,34
17,17
59,59
77,89
7,7
0,0
44,44
70,70
45,45
23,58
49,49
20,20
14,4
19,19
21,21
69,69
67,8
39,39
6,6
63,6
38,40
88,88
78,44
37,7
41,41
17,9
25,25
37,37
93,79
27,79
85,85
12,8
30,30
1,1
52,52
62,92
64,83
46,71
88,88
37,90
12,12
18,18
8,35
13,95
30,30
79,30
34,88
39,39
32,32
91,82
0,0
24,24
85,81
89,89
10,10
24,33
36,36
91,91
59,96
84,51
7,7
85,91
73,73
29,92
95,95
46,47
41,77
74,74
67,67
39,16
19,19
58,58
79,79
16,16
60,60
60,32
91,38
34,73
99,99
39,39
59,59
48,12
57,88
83,92
23,23
44,22
29,29
74,5
27,27
92,68
90,42
9,67
36,36
89,89
80,80
84,98
30,30
20,20
80,20
9,9
87,9
76,76
77,77
79,79
74,7
90,90
86,86
41,81
27,27
20,20
4,4
35,35
39,39
84,77
87,86
32,32
69,49
26,26
49,30
12,12
89,89
53,53
84,84
84,65
21,21
32,32
41,41
36,36
31,31
66,66
65,98
41,41
14,27
62,62
14,14
88,51
46,46
19,19
82,82
74,74
5,5
70,5
94,94
79,84
77,77
64,64
27,27
29,29
43,43
30,30
73,10
97,86
86,86
30,61
71,71
30,30
50,50
72,7
95,77
92,92
17,17
61,11
21,28
79,69
52,15
58,43
1,1
23,23
25,25
78,78
97,88
98,98
5,32
0,93
97,97
56,70
7,49
95,95
86,20
31,31
76,76
77,77
94,94
67,25
35,84
13,13
58,58
36,36
89,53
94,94
2,86
33,33
46,46
89,51
5,85
55,55
25,43
42,63
18,18
78,78
30,30
57,71
96,12
8,90
63,63
58,58
9,9
97,97
75,75
28,28
91,90
52,38
84,84
49,41
91,91
62,62
12,12
54,61
59,59
19,23
65,63
4,4
74,74
16,16
59,59
83,26
81,81
49,12
71,59
25,25
88,88
43,13
83,83
56,33
77,77
75,75
28,28
4,71
99,99
74,74
68,96
65,65
98,98
70,70
69,69
34,37
81,51
58,46
5,99
42,54
40,40
37,37
92,92
55,55
96,96
85,98
19,82
30,30
49,49
10,10
53,61
23,92
23,23
20,3
12,12
85,85
71,81
87,87
10,10
90,7
68,68
54,54
38,38
91,7
84,84
68,59
68,64
69,78
88,88
53,60
32,27
51,51
64,64
19,53
22,22
75,75
21,21
67,11
44,66
13,13
41,41
83,83
50,19
28,28
18,18
34,34
47,47
40,10
24,24
29,29
47,50
17,89
62,62
45,45
45,89
66,41
81,81
1,1
18,18
41,41
50,50
17,83
28,62
90,90
95,8
87,87
31,4
41,51
37,37
68,68
32,32
99,99
27,20
55,55
51,51
43,68
42,42
78,78
12,12
0,0
27,27
92,92
73,73
84,84
60,91
9,9
80,80
75,75
66,66
3,3
64,64
72,64
32,22
23,27
36,36
25,25
17,42
6,6
66,66
7,7
12,12
34,34
45,45
45,45
86,86
4,4
93,93
27,27
54,54
94,94
42,26
56,33
98,98
24,33
85,5
70,70
11,11
21,21
69,45
89,32
56,56
23,26
53,53
82,82
95,95
15,15
83,83
5,5
2,25
74,74
35,35
10,10
50,50
25,25
10,10
54,54
66,4
8,8
80,80
28,28
92,84
93,93
63,63
36,36
13,57
64,64
17,41
4,4
9,45
84,84
70,70
52,52
64,30
30,30
79,2
42,42
2,2
82,37
5,5
96,96
96,96
53,53
81,81
47,47
52,52
74,74
50,50
80,12
31,31
49,49
13,61
23,23
51,51
79,79
89,69
29,23
98,11
8,8
93,93
82,26
92,92
48,48
10,10
96,96
24,15
96,94
63,63
70,25
24,70
11,11
39,39
98,98
34,43
81,81
83,93
47,47
66,12
49,64
7,26
20,63
5,5
42,24
83,58
64,64
5,32
95,64
89,89
40,40
8,8
52,87
67,48
18,56
55,7
42,43
63,63
64,64
3,3
34,34
15,82
74,97
74,74
75,13
47,56
24,24
52,52
87,87
24,24
41,41
9,9
47,47
15,15
14,14
60,60
24,6
17,13
38,38
46,98
94,84
44,44
45,45
44,68
32,58
13,59
6,6
52,52
85,64
3,3
17,46
88,23
62,97
93,93
8,8
23,54
54,54
79,79
69,69
26,90
89,13
90,13
57,57
49,49
38,38
89,89
94,8
82,78
50,50
39,39
73,97
6,6
0,0
6,6
43,43
36,36
12,12
78,61
39,39
24,24
85,85
51,96
46,46
49,49
65,8
39,39
75,75
74,69
28,17
84,84
25,25
42,77
68,68
80,80
21,21
93,9
24,24
82,82
55,89
9,9
95,5
0,71
4,4
93,93
78,78
74,74
13,3
86,82
17,17
22,22
7,59
52,52
49,49
1,1
27,27
44,44
10,10
23,23
91,91
45,52
21,10
75,75
70,70
62,61
98,98
6,6
54,54
26,26
77,77
89,68
84,84
98,32
12,70
29,92
82,14
29,29
89,89
69,27
56,56
89,89
50,50
72,72
65,65
42,42
40,8
85,85
92,92
46,46
86,86
54,88
43,43
36,1
62,62
38,62
47,47
89,89
79,72
91,91
0,0
29,29
20,19
80,80
46,46
32,32
79,79
18,18
70,70
61,69
4,34
95,95
77,77
36,23
30,30
48,48
26,26
38,38
6,6
18,18
26,18
57,57
90,90
49,47
95,95
46,72
36,92
64,64
71,75
32,94
25,2
6,11
73,27
1,1
53,53
50,50
36,36
11,31
11,11
33,33
38,35
56,56
72,72
24,24
95,95
72,72
98,11
27,27
47,33
66,66
1,1
8,8
74,74
13,33
19,30
37,37
23,23
91,91
66,66
95,95
14,14
34,34
35,98
0,0
90,73
78,7
82,82
50,83
65,2
56,56
27,27
50,50
25,25
58,58
35,83
72,72
11,11
35,35
50,50
42,42
12,12
12,12
50,50
95,95
84,84
70,70
49,49
36,45
44,44
92,92
24,19
2,2
95,61
10,10
33,4
40,72
10,35
43,2
39,39
42,42
91,98
46,96
32,32
86,86
87,87
75,75
79,48
50,16
52,52
62,62
58,58
80,80
25,25
29,61
6,57
9,9
82,71
0,5
1,1
63,63
70,70
63,63
2,2
64,7
98,98
4,0
93,93
4,4
50,69
15,23
0,70
96,87
72,78
43,43
87,87
2,2
41,12
43,43
91,91
8,8
17,22
98,98
73,3
10,64
48,37
52,52
1,82
74,40
60,60
10,10
19,19
43,43
4,4
7,7
77,77
67,79
31,31
5,23
78,16
13,13
28,28
84,95
66,60
35,26
62,93
38,14
37,56
55,55
84,84
55,55
53,95
78,78
38,38
29,29
50,74
8,8
27,27
97,97
37,37
83,49
1,1
7,7
85,85
19,19
82,82
47,47
97,97
49,21
38,38
80,80
56,46
88,88
39,37
27,99
15,68
59,4
86,86
80,41
64,64
23,23
96,96
63,27
6,42
69,69
15,67
64,24
76,58
3,16
14,18
81,77
41,41
32,32
51,53
87,87
46,34
1,1
62,62
1,70
63,63
86,21
4,4
15,15
68,68
64,64
35,35
12,98
93,93
28,28
67,98
57,44
23,45
1,1
22,22
84,89
84,84
28,28
18,18
3,3
37,68
68,85
0,61
97,97
23,23
92,92
14,14
80,59
20,74
32,32
42,42
14,99
9,9
31,31
18,18
39,30
82,37
54,54
82,18
51,51
3,3
35,46
55,19
44,8
65,65
78,78
73,73
90,90
11,11
96,96
47,0
97,95
26,26
95,95
44,99
80,70
20,20
28,93
30,27
40,40
48,48
36,36
95,95
35,95
28,81
92,92
56,25
51,51
2,47
36,40
24,24
91,91
60,60
52,24
80,80
69,19
56,92
12,80
20,20
22,22
29,63
1,1
49,49
75,62
13,57
53,26
60,72
34,34
13,13
69,69
80,80
62,62
56,56
64,10
53,53
5,5
61,61
97,97
8,73
62,62
16,16
97,99
23,23
13,13
85,85
36,47
63,59
67,74
12,12
56,55
73,0
51,51
96,96
12,12
49,49
60,79
88,76
8,8
38,38
71,71
71,71
87,64
55,68
85,85
18,18
99,99
47,13
42,15
16,16
78,78
89,89
53,53
57,57
28,30
84,84
12,12
87,87
2,2
53,53
87,6
17,17
96,96
39,39
42,42
45,45
64,64
82,4
92,92
40,40
86,86
11,11
26,10
58,9
45,79
9,9
47,47
71,71
90,90
16,16
50,64
35,35
69,69
5,5
4,89
41,41
35,35
31,31
30,30
71,71
76,98
29,29
92,92
54,94
15,15
61,61
58,58
42,42
50,50
63,89
24,24
17,17
84,84
94,57
25,25
51,53
69,66
20,94
50,50
96,96
29,29
3,3
73,73
73,58
29,29
73,73
84,84
94,94
33,59
27,27
79,14
65,11
40,40
80,80
24,72
6,5
41,41
33,33
14,14
41,18
52,52
25,76
25,99
75,75
96,44
34,66
74,74
4,4
94,94
89,89
79,79
12,21
18,18
41,78
40,98
23,81
23,23
76,63
3,41
91,91
67,67
75,28
46,35
80,80
29,99
32,32
53,53
88,88
38,9
52,1
24,0
22,18
65,4
83,83
95,41
0,0
9,9
83,83
59,59
18,18
85,59
90,90
44,65
62,32
6,6
54,54
29,29
32,32
92,92
97,97
28,28
13,13
34,34
61,61
11,11
55,56
72,87
7,17
0,0
33,67
80,64
38,38
72,72
47,38
78,78
92,92
0,11
97,97
56,77
1,64
5,57
50,43
0,0
87,87
90,16
0,0
58,38
19,19
13,13
15,15
47,30
69,69
73,73
69,80
2,2
44,96
85,85
76,46
4,1
86,53
83,83
76,76
37,6
47,47
41,92
98,98
15,76
83,83
50,50
92,92
19,19
65,65
43,43
4,4
10,94
82,82
67,67
16,16
26,26
73,73
85,5
57,57
10,10
61,61
26,3
12,30
4,4
50,50
63,63
68,68
28,79
63,63
80,48
5,5
99,99
47,47
14,40
51,3
50,50
7,7
64,64
25,25
77,31
80,80
51,51
12,92
26,95
50,50
90,50
85,85
61,61
69,69
4,4
18,18
57,57
96,91
80,80
94,94
99,18
82,82
28,28
10,9
65,65
34,34
89,58
6,6
73,73
28,28
21,21
74,74
55,0
49,49
88,88
42,70
56,56
73,73
44,44
56,49
51,51
10,10
57,69
7,22
8,8
44,44
29,29
3,88
82,17
10,34
99,99
84,5
89,89
54,54
93,93
64,64
23,23
19,19
80,18
96,96
9,9
68,68
14,14
24,3
38,38
49,49
48,48
3,3
10,10
97,97
15,15
8,8
46,46
44,44
22,22
73,95
64,51
89,89
73,74
23,23
78,78
46,12
70,70
6,69
65,65
55,55
77,44
99,99
61,61
83,83
51,51
0,2
95,95
65,4
93,47
57,52
29,44
1,1
93,93
81,24
26,20
89,65
56,25
95,16
38,38
10,60
36,46
19,19
93,93
47,47
84,84
71,50
31,80
28,28
72,70
93,93
31,31
12,12
83,83
94,94
21,39
20,82
87,69
90,90
65,65
40,79
99,99
98,57
97,97
16,16
24,24
87,44
16,60
76,76
79,85
21,21
20,20
24,28
37,37
89,89
8,8
63,60
74,74
89,89
55,55
68,20
62,9
32,12
4,4
58,91
8,8
54,54
12,12
84,46
40,40
64,64
78,78
82,82
91,91
79,79
91,0
70,70
8,8
87,81
36,25
31,31
46,60
24,10
31,31
37,37
82,82
54,54
26,26
68,62
47,47
81,68
1,1
64,64
81,81
35,55
46,46
82,15
75,75
89,89
17,31
40,40
28,28
94,25
91,91
69,44
38,99
59,59
8,8
95,95
12,64
12,86
8,8
43,43
70,92
22,22
50,50
2,72
37,37
17,94
85,74
1,1
23,23
32,32
87,95
48,48
38,56
42,79
71,71
96,96
35,10
34,34
91,91
47,36
4,25
21,71
10,10
95,79
93,30
61,61
13,13
87,35
23,23
19,79
45,45
72,72
96,96
53,53
89,89
2,2
38,38
93,93
95,95
58,58
77,77
59,70
49,2
81,81
52,15
11,80
17,17
12,12
30,30
53,55
13,13
29,91
1,1
38,72
49,49
15,59
97,29
76,76
96,58
86,86
0,0
21,21
81,33
66,66
59,5
38,38
13,13
81,73
23,23
91,35
99,47
33,86
6,6
31,62
83,13
13,74
54,54
93,71
94,94
30,30
8,99
31,31
34,34
51,51
87,97
44,44
98,98
78,78
50,50
8,8
51,51
15,15
22,27
25,97
22,5
20,82
22,97
13,64
6,6
72,72
47,47
50,77
35,93
8,12
65,44
0,0
85,84
25,25
70,43
27,27
51,51
45,45
9,9
99,99
0,24
25,25
18,18
3,66
75,75
10,10
98,98
15,15
90,27
48,48
48,96
5,5
97,63
87,87
58,65
10,10
77,5
91,91
85,85
50,89
43,43
30,30
82,12
77,95
15,13
80,89
40,40
80,80
94,94
32,32
45,45
83,67
83,83
87,20
65,65
5,5
79,79
19,19
57,88
77,77
40,55
49,49
25,25
35,35
5,5
31,31
78,78
85,85
85,85
56,56
35,35
67,67
88,88
11,11
44,76
28,93
66,66
90,90
40,36
7,59
2,32
55,55
99,99
83,83
96,58
18,93
56,59
60,63
87,87
97,97
66,92
81,81
38,38
20,9
36,55
31,31
4,4
36,51
78,78
62,62
92,92
41,41
6,6
38,10
7,7
88,88
1,1
56,56
35,35
50,50
54,21
7,7
86,86
96,48
71,71
33,89
97,97
92,79
59,21
34,34
5,87
13,14
76,76
79,79
8,8
85,5
14,80
0,54
85,28
32,32
77,83
95,95
92,92
99,99
64,64
82,61
61,61
3,3
30,30
40,40
6,92
96,0
97,6
57,57
85,85
15,34
20,66
86,86
23,23
49,49
21,70
73,90
80,17
99,99
77,77
44,44
80,80
37,37
47,25
86,86
1,1
99,99
75,17
54,54
91,22
71,71
52,52
85,85
71,71
45,45
6,6
66,66
20,20
91,91
49,49
12,13
37,50
88,88
68,68
77,77
2,2
46,94
54,54
95,61
3,90
18,18
61,61
45,88
57,57
88,88
10,10
40,2
47,47
66,66
59,83
55,69
9,87
15,15
48,17
40,73
50,50
82,82
45,45
97,26
43,75
41,41
36,36
72,72
93,93
83,83
29,66
34,34
28,31
39,4
68,68
63,63
76,76
67,67
95,95
6,55
99,73
65,65
4,4
12,77
54,54
78,78
85,85
27,27
33,33
91,91
79,84
29,29
30,30
92,92
25,56
50,86
54,54
38,38
30,14
41,41
46,46
34,34
76,35
96,96
89,89
22,89
42,5
79,79
15,15
56,56
78,78
56,74
14,50
19,19
30,30
53,20
35,42
86,53
6,10
68,68
22,22
90,64
61,61
81,81
62,62
62,62
82,73
11,57
18,18
40,40
77,54
79,38
51,72
27,27
30,29
34,63
85,85
25,25
91,91
74,74
67,67
76,76
78,78
8,80
17,17
22,39
44,44
96,96
98,98
28,41
97,65
36,36
60,60
79,8
49,49
39,39
13,13
33,31
26,26
29,23
54,54
26,26
82,82
83,55
96,96
56,56
18,18
77,77
96,96
17,32
86,86
76,76
98,47
57,31
98,98
65,1
67,77
59,32
1,1
49,49
59,59
61,61
1,1
46,30
72,74
23,72
69,69
86,84
81,81
72,72
55,55
48,48
37,83
4,4
87,87
43,43
80,42
89,89
27,27
88,88
26,60
79,79
50,74
97,97
40,40
32,32
92,92
42,7
72,72
40,38
37,37
88,88
12,12
64,62
60,94
53,53
15,9
6,28
33,33
79,79
9,38
90,90
24,40
75,75
35,35
12,12
38,38
17,18
43,86
28,45
76,76
71,71
78,51
53,53
86,86
80,80
41,41
45,45
20,32
4,4
84,84
44,44
0,70
22,14
86,90
73,73
66,46
13,13
76,76
15,20
25,25
68,75
77,92
58,66
9,9
35,35
62,74
58,58
66,85
71,86
62,94
93,93
5,5
33,33
40,40
4,4
87,87
11,75
16,80
78,78
4,51
94,75
55,12
99,9
36,36
47,47
9,9
48,48
60,60
36,50
50,41
78,78
21,21
24,73
32,98
72,72
3,3
46,4
28,28
2,2
0,0
61,61
55,56
31,31
36,36
98,98
48,48
52,82
65,93
25,19
26,26
79,80
19,19
30,26
62,45
67,67
15,15
50,50
97,97
74,40
85,7
48,48
94,25
75,75
15,95
37,2
34,34
17,17
61,61
50,30
75,75
66,61
40,64
58,58
15,50
46,46
82,82
79,38
7,7
92,25
32,32
6,6
12,92
1,1
42,56
9,72
19,90
53,53
72,72
89,89
72,72
95,95
39,39
58,58
42,42
73,78
88,88
2,2
63,63
87,68
92,92
53,53
10,10
53,53
11,11
21,21
13,13
18,18
47,47
50,50
85,85
5,40
63,63
94,57
56,56
14,88
2,2
60,60
60,60
11,11
68,68
0,0
90,90
0,3
64,50
54,51
7,17
62,62
29,21
77,95
45,45
39,39
77,97
79,79
91,55
13,13
49,49
86,78
47,92
71,22
67,67
59,11
7,46
38,97
5,97
88,88
26,26
94,94
2,37
53,53
4,46
64,61
60,68
68,68
13,13
79,79
91,85
20,81
82,82
86,24
35,42
70,97
29,94
24,24
18,18
99,99
37,37
68,68
66,66
63,93
62,62
66,9
70,70
27,49
95,7
97,97
16,66
85,85
77,77
66,66
51,39
10,99
72,59
38,61
51,51
14,14
15,49
52,52
48,48
85,93
61,72
94,59
90,24
56,56
1,6
97,97
0,69
83,83
35,35
43,43
51,81
61,61
33,33
87,30
36,36
62,62
30,30
93,93
4,4
32,32
52,52
10,55
35,35
94,94
76,76
92,92
52,66
10,79
36,66
52,52
53,51
58,58
4,4
20,20
11,11
74,74
0,0
14,14
61,61
26,26
77,77
5,85
46,68
31,11
55,16
72,87
54,54
37,82
96,70
51,8
78,78
66,66
62,62
89,46
83,83
78,78
4,7
21,21
2,2
32,32
17,17
95,95
72,72
79,79
92,92
20,45
7,7
73,73
12,97
82,46
47,94
46,50
40,40
54,54
11,11
30,73
33,33
28,42
57,47
58,58
69,69
44,44
45,62
50,80
52,52
37,82
71,71
19,19
31,50
21,21
42,42
75,75
30,30
4,35
91,94
11,11
96,96
77,77
14,14
99,99
59,21
11,11
47,90
81,81
31,3
81,81
54,54
47,47
90,90
25,25
95,64
33,16
47,47
31,31
4,4
50,77
82,21
50,50
72,72
98,98
4,4
75,75
39,3
62,20
75,75
11,11
51,51
38,8
86,86
97,98
18,18
17,17
41,94
23,23
98,99
96,96
37,37
28,28
33,33
65,65
38,35
39,32
88,88
68,71
89,49
13,13
3,3
48,48
23,23
72,72
33,33
15,15
13,13
44,25
22,49
13,13
48,80
69,95
76,76
15,62
99,99
60,60
95,95
18,18
77,77
82,80
94,94
91,91
88,88
41,41
66,82
39,39
21,21
87,87
46,46
3,91
90,90
29,29
15,60
46,46
19,19
11,11
70,36
0,36
30,30
74,25
55,44
63,87
26,97
30,30
15,15
59,59
51,51
94,94
45,56
87,28
83,83
47,3
75,75
69,49
71,96
88,88
2,2
78,78
45,75
85,85
79,79
48,48
1,84
28,28
69,69
1,28
86,51
34,7
53,53
5,5
54,86
55,80
19,38
65,77
0,20
84,84
64,64
59,86
18,12
73,78
50,80
76,76
14,60
26,26
41,88
28,28
16,16
45,45
91,91
20,20
16,16
5,5
88,88
71,71
80,80
51,80
1,85
88,63
43,43
88,88
84,23
28,58
61,61
21,75
64,54
63,71
5,9
3,51
98,98
40,55
95,95
30,30
68,97
90,88
44,44
28,38
1,73
29,10
20,82
46,75
14,14
89,19
60,99
4,4
76,68
97,1
56,56
82,84
51,7
91,91
93,93
6,6
45,59
8,70
96,96
16,16
6,6
76,76
53,53
0,0
11,64
41,84
90,90
22,21
1,1
38,64
25,63
7,7
68,68
70,79
77,77
73,73
52,52
1,97
96,96
7,7
90,90
84,84
84,84
35,94
0,0
36,36
93,93
39,39
80,90
20,20
25,44
83,30
68,73
65,65
86,17
1,27
13,13
55,7
48,2
89,89
37,37
30,85
48,70
67,67
55,55
40,28
22,83
97,97
25,25
19,19
50,50
6,6
55,55
74,74
85,16
17,17
94,94
14,74
51,53
44,85
88,88
27,27
31,31
18,18
13,8
75,75
11,1
62,62
50,76
57,57
61,37
7,7
38,29
60,60
35,17
5,5
45,45
16,84
15,15
21,21
48,78
78,78
41,41
39,39
43,43
76,76
20,20
82,82
92,92
6,6
88,88
60,26
80,37
24,24
22,22
55,78
92,92
82,82
66,66
49,49
43,43
87,87
44,44
22,72
18,18
19,82
26,26
46,46
50,94
83,83
62,62
34,34
90,11
33,33
99,99
97,97
28,28
8,8
70,70
53,53
36,36
31,31
5,5
98,98
21,21
48,77
42,42
48,40
72,72
61,61
34,95
22,22
31,31
26,26
62,62
29,29
10,10
79,71
93,93
35,35
13,13
92,92
4,42
93,93
73,73
27,99
87,6
95,3
30,18
90,90
79,0
89,20
24,24
52,52
80,80
59,85
39,70
30,30
32,32
25,25
77,47
99,99
87,4
62,58
90,90
18,53
6,6
94,49
78,78
24,0
39,71
70,70
99,99
90,1
5,5
97,97
12,12
64,64
90,90
10,29
70,70
2,84
90,39
25,29
76,76
1,1
62,62
19,19
52,52
74,51
42,42
52,52
98,16
27,27
45,89
35,75
77,77
85,74
19,19
1,74
43,43
25,99
15,33
4,4
53,53
60,36
57,57
64,64
11,11
48,48
97,31
52,7
23,22
68,68
19,19
23,23
